date,campaign_name,mktng_pgm_nbr,sendout,delivered,people,unique_delivered,openers,clickers,clicked_or_opened,all_opens,all_clicks
2021-12-31,Newsletter_prenatal_WithApp,US,152694,151834,153433,151834,38522,2726,38601,45520,3554
2021-12-31,Newsletter_postnatal_NohApp,US,61709,61371,61753,61371,13775,1242,13854,16808,1614
2021-12-31,Hello_Email_postnatall_NoApp,US,0,0,4,0,4,0,4,4,0
2021-12-31,Newsletter_postnatal_NoApp,US,103974,103210,104423,103210,20948,1323,21108,24391,1885
2021-12-31,Hello_Email_prenatal_NoApp,US,0,0,20,0,20,1,20,26,1
2021-12-31,Hello_Email_prenatal_WithApp,US,0,0,1,0,1,0,1,1,0
2021-12-31,,US,353,342,522,342,339,80,342,466,98
2021-12-31,Hello_Email_postnatal_WithApp,US,0,0,12,0,12,0,12,18,0
2021-12-30,Newsletter_postnatal_NoApp,US,0,0,719,0,714,24,716,917,39
2021-12-30,,US,392,376,588,376,401,105,407,560,123
2021-12-30,Hello_Email_postnatal_WithApp,US,0,0,13,0,13,0,13,14,0
2021-12-30,Newsletter_prenatal_WithApp,USA,0,0,1316,0,1318,44,1318,1703,56
2021-12-30,Hello_Email_prenatal_NoApp,US,0,0,18,0,18,0,18,20,0
2021-12-30,Hello_Email_postnatall_NoApp,US,0,0,5,0,5,0,5,6,0
2021-12-30,Newsletter_postnatal_NohApp,US,0,0,442,0,440,25,441,640,30
2021-12-29,Newsletter_prenatal_WithApp,US,0,0,1527,0,1529,49,1535,1988,55
2021-12-29,Hello_Email_postnatall_NoApp,US,0,0,6,0,5,0,5,5,0
2021-12-29,Hello_Email_postnatal_WithApp,US,0,0,19,0,19,0,19,22,0
2021-12-29,Newsletter_postnatal_NoApp,US,0,0,967,0,964,39,967,1166,48
2021-12-29,Newsletter_postnatal_NohApp,US,0,0,543,0,540,28,540,788,34
2021-12-29,Hello_Email_prenatal_WithApp,US,0,0,1,0,1,0,1,1,0
2021-12-29,,US,435,411,629,411,431,119,435,576,143
2021-12-29,Hello_Email_prenatal_NoApp,US,0,0,12,0,12,0,12,17,0
2021-12-28,Hello_Email_postnatall_NoApp,US,0,0,5,0,5,0,5,6,0
2021-12-28,Newsletter_prenatal_WithApp,usa,0,0,2150,0,2145,92,2154,2769,123
2021-12-28,Hello_Email_prenatal_NoApp,US,0,0,25,0,24,2,25,27,3
2021-12-28,Newsletter_postnatal_NoApp,US,0,0,1259,0,1252,75,1257,1581,88
2021-12-28,Hello_Email_postnatal_WithApp,US,0,0,15,0,15,0,15,16,0
2021-12-28,,US,399,378,580,378,386,105,392,614,127
2021-12-28,Newsletter_postnatal_NohApp,US,0,0,777,0,774,63,776,1109,80
2021-12-27,Hello_Email_postnatall_NoApp,US,0,0,5,0,5,0,5,5,0
2021-12-27,Newsletter_prenatal_WithApp,US,0,0,5231,0,3329,138,3347,4049,183
2021-12-27,Hello_Email_postnatal_WithApp,US,0,0,21,0,21,0,21,24,0
2021-12-27,Hello_Email_prenatal_NoApp,US,0,0,18,0,18,0,18,26,0
2021-12-27,Newsletter_postnatal_NoApp,US,0,0,1858,0,1836,111,1847,2226,138
2021-12-27,Newsletter_postnatal_NohApp,US,0,0,1178,0,1162,98,1175,1546,119
2021-12-27,,US,386,366,560,366,363,85,365,500,94
2021-12-26,Hello_Email_postnatall_NoApp,US,0,0,6,0,5,0,5,5,0
2021-12-26,Newsletter_prenatal_WithApp,US,0,0,9553,0,5011,211,5040,5909,273
2021-12-26,Newsletter_postnatal_NohApp,US,0,0,1849,0,1830,124,1843,2284,164
2021-12-26,,US,270,255,393,255,258,61,261,386,72
2021-12-26,Hello_Email_postnatal_WithApp,US,0,0,12,0,12,0,12,13,0
2021-12-26,Hello_Email_prenatal_NoApp,US,0,0,9,0,9,0,9,14,0
2021-12-26,Newsletter_postnatal_NoApp,US,0,0,2750,0,2712,121,2729,3121,149
2021-12-25,Hello_Email_postnatall_NoApp,US,0,0,3,0,3,0,3,3,0
2021-12-25,Newsletter_prenatal_WithApp,US,23,23,23832,23,21199,393,21247,23009,486
2021-12-25,Newsletter_postnatal_NohApp,US,1,1,7099,1,7060,282,7097,7995,376
2021-12-25,Hello_Email_prenatal_NoApp,US,0,0,13,0,13,0,13,14,0
2021-12-25,Hello_Email_postnatal_WithApp,US,0,0,9,0,9,0,9,9,0
2021-12-25,,US,128,123,253,123,184,36,187,259,40
2021-12-25,Newsletter_postnatal_NoApp,US,12,12,10341,12,10284,193,10314,11207,235
2021-12-24,Newsletter_prenatal_WithApp,US,155583,154733,156147,154733,34221,1990,34273,40085,2451
2021-12-24,Hello_Email_postnatal_WithApp,US,0,0,15,0,15,0,15,18,0
2021-12-24,Hello_Email_prenatal_NoApp,US,0,0,16,0,16,0,16,17,0
2021-12-24,Hello_Email_postnatall_NoApp,US,0,0,1,0,1,0,1,1,0
2021-12-24,Newsletter_postnatal_NoApp,US,105023,104257,105373,104257,18086,1038,18249,20973,1571
2021-12-24,,US,242,232,390,232,272,63,275,377,75
2021-12-24,Newsletter_postnatal_NohApp,US,61297,60966,61337,60966,12156,1003,12250,14543,1291
2021-12-23,Newsletter_prenatal_WithApp,US,0,0,995,0,1001,31,1003,1282,42
2021-12-23,,US,344,331,538,331,377,72,380,518,90
2021-12-23,Newsletter_postnatal_NoApp,US,0,0,587,0,583,13,585,719,14
2021-12-23,Hello_Email_prenatal_NoApp,US,0,0,17,0,17,2,17,20,3
2021-12-23,Hello_Email_postnatall_NoApp,US,0,0,3,0,3,0,3,3,0
2021-12-23,Newsletter_postnatal_NohApp,US,0,0,330,0,327,16,330,482,23
2021-12-23,Hello_Email_postnatal_WithApp,US,0,0,18,0,18,0,18,20,0
2021-12-22,Newsletter_prenatal_WithApp,US,0,0,1310,0,1316,47,1318,1679,63
2021-12-22,Hello_Email_postnatal_WithApp,US,0,0,18,0,18,0,18,25,0
2021-12-22,Newsletter_postnatal_NoApp,US,0,0,783,0,783,29,783,970,37
2021-12-22,Hello_Email_postnatall_NoApp,US,0,0,8,0,8,0,8,8,0
2021-12-22,,US,383,368,587,368,406,87,408,580,100
2021-12-22,Hello_Email_prenatal_NoApp,US,0,0,21,0,21,0,21,23,0
2021-12-22,Newsletter_postnatal_NohApp,US,0,0,427,0,427,26,427,651,36
2021-12-21,Hello_Email_prenatal_NoApp,US,0,0,26,0,25,1,26,32,1
2021-12-21,Hello_Email_postnatall_NoApp,US,0,0,8,0,8,0,8,8,0
2021-12-21,Hello_Email_postnatal_WithApp,US,0,0,17,0,17,1,17,22,1
2021-12-21,Newsletter_postnatal_NoApp,US,0,0,991,0,987,24,990,1171,28
2021-12-21,Newsletter_prenatal_WithApp,US,0,0,1720,0,1714,72,1718,2150,89
2021-12-21,,US,463,444,677,444,440,114,445,646,142
2021-12-21,Newsletter_postnatal_NohApp,US,0,0,586,0,582,35,585,824,45
2021-12-20,,US,576,549,774,549,487,147,493,687,171
2021-12-20,Hello_Email_postnatall_NoApp,US,0,0,5,0,5,0,5,5,0
2021-12-20,Newsletter_prenatal_WithApp,US,0,0,4401,0,2556,95,2561,3093,131
2021-12-20,Hello_Email_prenatal_NoApp,US,0,0,22,0,22,4,22,26,4
2021-12-20,Newsletter_postnatal_NoApp,US,0,0,1477,0,1429,57,1431,1714,78
2021-12-20,Newsletter_postnatal_NohApp,US,0,0,985,0,974,75,983,1380,106
2021-12-20,Hello_Email_postnatal_WithApp,US,0,0,15,0,15,0,15,18,0
2021-12-19,,US,545,518,696,518,424,121,428,625,153
2021-12-19,Hello_Email_prenatal_NoApp,US,0,0,20,0,20,2,20,30,3
2021-12-19,Hello_Email_postnatall_NoApp,US,0,0,4,0,4,0,4,4,0
2021-12-19,Newsletter_postnatal_NoApp,US,0,0,2191,0,2142,93,2151,2483,117
2021-12-19,Newsletter_postnatal_NohApp,US,0,0,1541,0,1517,103,1529,1908,125
2021-12-19,Hello_Email_postnatal_WithApp,US,0,0,15,0,15,0,15,17,0
2021-12-19,Newsletter_prenatal_WithApp,US,0,0,8491,0,3961,153,3982,4669,195
2021-12-18,Hello_Email_postnatal_WithApp,US,0,0,19,0,19,0,19,22,0
2021-12-18,Hello_Email_postnatall_NoApp,US,0,0,7,0,7,1,7,7,1
2021-12-18,,US,426,406,571,406,353,96,358,461,115
2021-12-18,Hello_Email_prenatal_NoApp,US,0,0,21,0,21,0,21,25,0
2021-12-18,Newsletter_postnatal_NohApp,US,2,2,6798,2,6768,290,6791,7723,388
2021-12-18,Newsletter_postnatal_NoApp,US,10,12,9947,12,9906,220,9920,10826,305
2021-12-18,Newsletter_prenatal_WithApp,US,18,18,26015,18,20670,519,20723,22654,680
2021-12-17,Hello_Email_prenatal_NoApp,US,0,0,31,0,30,1,30,46,1
2021-12-17,Newsletter_postnatal_NohApp,US,60443,60131,60495,60131,12340,1098,12431,15370,1457
2021-12-17,Hello_Email_postnatall_NoApp,US,0,0,3,0,3,0,3,3,0
2021-12-17,Hello_Email_postnatal_WithApp,US,0,0,16,0,16,0,16,18,0
2021-12-17,Newsletter_prenatal_WithApp,US,155966,155174,156604,155174,35309,2391,35388,42714,3135
2021-12-17,,US,396,384,583,384,408,105,411,546,116
2021-12-17,Newsletter_postnatal_NoApp,USA,104081,103372,104451,103372,18905,1160,19053,22612,1689
2021-12-16,Newsletter_postnatal_NoApp,US,0,0,589,0,589,21,589,815,24
2021-12-16,Newsletter_postnatal_NohApp,US,0,0,367,0,365,17,367,598,30
2021-12-16,Hello_Email_prenatal_NoApp,US,0,0,13,0,13,0,13,19,0
2021-12-16,,US,461,446,671,446,484,116,487,679,139
2021-12-16,Newsletter_prenatal_WithApp,US,0,0,1117,0,1117,37,1117,1459,44
2021-12-16,Hello_Email_postnatall_NoApp,US,0,0,6,0,6,0,6,6,0
2021-12-16,Hello_Email_postnatal_WithApp,USA,0,0,23,0,23,0,23,27,0
2021-12-15,Hello_Email_postnatal_WithApp,US,0,0,30,0,30,0,30,33,0
2021-12-15,Newsletter_postnatal_NoApp,US,0,0,715,0,714,27,714,916,35
2021-12-15,Newsletter_postnatal_NohApp,US,0,0,430,0,427,32,430,649,37
2021-12-15,Hello_Email_postnatall_NoApp,US,0,0,4,0,4,0,4,5,0
2021-12-15,Hello_Email_prenatal_NoApp,US,0,0,24,0,24,0,24,29,0
2021-12-15,,US,478,456,670,456,454,117,458,677,142
2021-12-15,Newsletter_prenatal_WithApp,US,0,0,1335,0,1341,39,1343,1758,46
2021-12-14,Hello_Email_postnatal_WithApp,US,0,0,19,0,19,2,19,25,2
2021-12-14,Hello_Email_postnatall_NoApp,US,0,0,8,0,8,0,8,8,0
2021-12-14,Hello_Email_prenatal_NoApp,US,0,0,28,0,27,0,27,38,0
2021-12-14,,US,477,451,681,451,445,103,452,642,124
2021-12-14,Newsletter_prenatal_WithApp,US,0,0,1710,0,1705,76,1712,2201,108
2021-12-14,Newsletter_postnatal_NohApp,US,0,0,611,0,608,27,610,880,29
2021-12-14,Newsletter_postnatal_NoApp,US,0,0,971,0,968,33,970,1170,44
2021-12-13,,US,434,419,639,419,430,112,433,592,133
2021-12-13,Newsletter_postnatal_NohApp,US,0,0,1054,0,1038,94,1050,1361,132
2021-12-13,Newsletter_postnatal_NoApp,US,0,0,1492,0,1479,72,1483,1856,93
2021-12-13,Hello_Email_prenatal_NoApp,US,0,0,26,0,24,2,25,28,2
2021-12-13,Hello_Email_postnatal_WithApp,US,0,0,19,0,18,0,18,22,0
2021-12-13,Newsletter_prenatal_WithApp,US,0,0,4432,0,2555,116,2565,3162,145
2021-12-13,Hello_Email_postnatall_NoApp,US,0,0,1,0,1,0,1,1,0
2021-12-12,Hello_Email_postnatall_NoApp,US,0,0,5,0,5,0,5,8,0
2021-12-12,Hello_Email_prenatal_NoApp,US,0,0,23,0,23,0,23,26,0
2021-12-12,Newsletter_postnatal_NohApp,US,0,0,1444,0,1438,97,1443,1829,118
2021-12-12,Newsletter_postnatal_NoApp,US,0,0,2121,0,2095,93,2101,2474,133
2021-12-12,Newsletter_prenatal_WithApp,US,0,0,8602,0,3935,162,3950,4602,211
2021-12-12,Hello_Email_postnatal_WithApp,US,0,0,14,0,14,0,14,16,0
2021-12-12,,US,451,436,615,436,399,103,400,583,121
2021-12-11,Newsletter_prenatal_WithApp,US,23,23,24292,23,19878,512,19929,21751,641
2021-12-11,Hello_Email_prenatal_NoApp,US,0,0,16,0,16,3,16,19,6
2021-12-11,Newsletter_postnatal_NohApp,US,2,2,6390,2,6370,292,6384,7350,380
2021-12-11,Newsletter_postnatal_NoApp,US,10,10,9763,10,9723,229,9739,10694,290
2021-12-11,Hello_Email_postnatal_WithApp,US,0,0,22,0,22,0,22,28,0
2021-12-11,,US,386,367,562,367,367,89,372,524,102
2021-12-11,Hello_Email_postnatall_NoApp,US,0,0,3,0,3,0,3,3,0
2021-12-10,Newsletter_postnatal_NoApp,US,104959,104266,105341,104266,19006,1334,19173,22912,1956
2021-12-10,Hello_Email_prenatal_NoApp,US,0,0,29,0,27,2,28,30,2
2021-12-10,Hello_Email_postnatal_WithApp,US,0,0,20,0,20,0,20,22,0
2021-12-10,Newsletter_prenatal_WithApp,US,157677,156868,158259,156868,36067,2755,36146,44190,3457
2021-12-10,Newsletter_postnatal_NohApp,US,59633,59353,59677,59353,12377,1208,12482,15593,1692
2021-12-10,Hello_Email_postnatall_NoApp,US,0,0,8,0,8,0,8,8,0
2021-12-10,,US,490,461,696,461,445,109,448,625,127
2021-12-09,Newsletter_postnatal_NohApp,US,0,0,341,0,340,14,341,531,14
2021-12-09,Hello_Email_prenatal_NoApp,US,0,0,19,0,19,0,19,22,0
2021-12-09,Hello_Email_postnatall_NoApp,US,0,0,3,0,3,1,3,5,1
2021-12-09,Hello_Email_postnatal_WithApp,US,0,0,26,0,26,1,26,30,1
2021-12-09,Newsletter_prenatal_WithApp,US,0,0,1074,0,1077,29,1078,1410,37
2021-12-09,Newsletter_postnatal_NoApp,US,0,0,563,0,562,12,563,731,14
2021-12-09,,US,492,472,707,472,460,131,466,677,156
2021-12-08,Hello_Email_postnatall_NoApp,US,0,0,3,0,3,0,3,3,0
2021-12-08,Hello_Email_postnatal_WithApp,US,0,0,23,0,23,0,23,27,0
2021-12-08,Newsletter_prenatal_WithApp,US,0,0,1298,0,1297,46,1299,1697,59
2021-12-08,Newsletter_postnatal_NoApp,US,0,0,680,0,677,27,680,854,31
2021-12-08,Newsletter_postnatal_NohApp,US,0,0,441,0,439,27,441,685,31
2021-12-08,,US,532,509,712,509,460,111,463,646,129
2021-12-08,Hello_Email_prenatal_NoApp,US,0,0,30,0,30,1,30,33,1
2021-12-07,,US,301,286,525,286,368,84,371,518,99
2021-12-07,Hello_Email_prenatal_NoApp,US,0,0,24,0,24,0,24,28,0
2021-12-07,Hello_Email_postnatal_WithApp,US,0,0,25,0,25,3,25,30,3
2021-12-07,Newsletter_prenatal_WithApp,US,0,0,1561,0,1556,71,1563,1969,98
2021-12-07,Newsletter_postnatal_NohApp,US,0,0,570,0,566,33,568,879,42
2021-12-07,Newsletter_postnatal_NoApp,US,0,0,949,0,948,27,948,1155,34
2021-12-07,Hello_Email_postnatall_NoApp,US,0,0,6,0,6,0,6,6,0
2021-12-06,Newsletter_prenatal_WithApp,US,0,0,3941,0,2249,123,2261,2850,166
2021-12-06,Hello_Email_postnatall_NoApp,US,0,0,4,0,4,0,4,6,0
2021-12-06,Newsletter_postnatal_NohApp,US,0,0,880,0,875,65,878,1205,84
2021-12-06,Newsletter_postnatal_NoApp,US,0,0,1339,0,1318,70,1322,1667,85
2021-12-06,Hello_Email_postnatal_WithApp,US,0,0,16,0,16,0,16,16,0
2021-12-06,Hello_Email_prenatal_NoApp,US,0,0,27,0,27,0,27,35,0
2021-12-06,,US,522,498,780,498,526,140,531,743,155
2021-12-05,Newsletter_postnatal_NoApp,US,0,0,1767,0,1733,89,1742,2097,105
2021-12-05,Hello_Email_prenatal_NoApp,US,0,0,25,0,24,3,25,32,3
2021-12-05,,US,490,467,680,467,421,117,425,616,132
2021-12-05,Newsletter_prenatal_WithApp,US,0,0,7422,0,3268,130,3277,3904,165
2021-12-05,Hello_Email_postnatal_WithApp,US,0,0,19,0,19,0,19,20,0
2021-12-05,Hello_Email_postnatall_NoApp,US,0,0,4,0,4,0,4,6,0
2021-12-05,Newsletter_postnatal_NohApp,US,0,0,1243,0,1231,103,1239,1578,134
2021-12-04,Newsletter_postnatal_NoApp,US,6,6,7498,6,7441,236,7455,8330,300
2021-12-04,Newsletter_postnatal_NohApp,US,1,1,5242,1,5213,282,5238,6114,370
2021-12-04,Hello_Email_prenatal_NoApp,US,0,0,17,0,17,0,17,22,0
2021-12-04,Hello_Email_postnatall_NoApp,US,0,0,9,0,9,0,9,11,0
2021-12-04,,US,428,413,607,413,407,104,412,579,132
2021-12-04,Hello_Email_postnatal_WithApp,US,0,0,19,0,19,0,19,21,0
2021-12-04,Newsletter_prenatal_WithApp,US,12,12,19621,12,15379,414,15408,17038,517
2021-12-03,Newsletter_postnatal_NohApp,US,49368,49029,51384,49029,10059,984,10181,12769,1372
2021-12-03,Hello_Email_prenatal_NoApp,US,0,0,28,0,28,3,28,36,5
2021-12-03,Newsletter_postnatal_NoApp,US,90850,90164,91203,90164,15551,1175,15696,19083,1639
2021-12-03,Hello_Email_postnatall_NoApp,US,0,0,8,0,8,1,8,9,1
2021-12-03,Newsletter_prenatal_WithApp,usa,132810,132253,136660,132253,29627,2325,29725,36847,2914
2021-12-03,Hello_Email_postnatal_WithApp,US,0,0,22,0,22,0,22,23,0
2021-12-03,,US,534,518,769,518,506,113,510,712,136
2021-12-02,Hello_Email_prenatal_NoApp,US,0,0,43,0,43,0,43,52,0
2021-12-02,Newsletter_postnatal_NohApp,US,0,0,311,0,306,19,309,520,20
2021-12-02,Newsletter_prenatal_WithApp,US,0,0,1084,0,1088,41,1092,1468,57
2021-12-02,,US,604,572,831,572,551,149,555,822,171
2021-12-02,Hello_Email_postnatal_WithApp,US,0,0,28,0,28,0,28,39,0
2021-12-02,Hello_Email_postnatall_NoApp,US,0,0,10,0,10,0,10,19,0
2021-12-02,Newsletter_postnatal_NoApp,US,0,0,543,0,541,18,543,707,26
2021-12-01,Newsletter_postnatal_NohApp,US,0,0,400,0,397,29,400,616,40
2021-12-01,Hello_Email_postnatall_NoApp,US,0,0,7,0,7,0,7,7,0
2021-12-01,Hello_Email_postnatal_WithApp,US,0,0,24,0,24,0,24,29,0
2021-12-01,Newsletter_prenatal_WithApp,US,0,0,1294,0,1296,71,1301,1686,101
2021-12-01,,US,554,526,821,526,552,133,556,756,145
2021-12-01,Newsletter_postnatal_NoApp,US,0,0,681,0,678,21,679,864,22
2021-12-01,Hello_Email_prenatal_NoApp,US,0,0,49,0,49,0,49,55,0
2021-11-30,Newsletter_postnatal_NohApp,US,0,0,573,0,568,40,573,870,49
2021-11-30,Hello_Email_prenatal_NoApp,US,0,0,45,0,45,3,45,65,3
2021-11-30,Hello_Email_postnatall_NoApp,US,0,0,11,0,11,0,11,11,0
2021-11-30,Newsletter_postnatal_NoApp,US,0,0,945,0,942,44,943,1221,57
2021-11-30,Newsletter_prenatal_WithApp,US,0,0,1693,0,1690,82,1695,2236,101
2021-11-30,Hello_Email_postnatal_WithApp,US,0,0,31,0,31,0,31,34,0
2021-11-30,,US,582,544,855,544,589,146,591,891,171
2021-11-29,,US,583,547,868,547,551,121,557,802,146
2021-11-29,Newsletter_postnatal_NohApp,US,0,0,931,0,919,77,927,1314,102
2021-11-29,Newsletter_postnatal_NoApp,US,0,0,1541,0,1507,74,1513,1888,110
2021-11-29,Hello_Email_prenatal_NoApp,US,0,0,55,0,54,3,55,71,3
2021-11-29,Hello_Email_postnatall_NoApp,US,0,0,16,0,16,0,16,22,0
2021-11-29,Newsletter_prenatal_WithApp,US,0,0,5315,0,2726,153,2729,3485,228
2021-11-29,Hello_Email_postnatal_WithApp,US,0,0,27,0,27,1,27,29,1
2021-11-28,Newsletter_postnatal_NohApp,US,0,0,1219,0,1205,107,1215,1583,150
2021-11-28,Hello_Email_postnatal_WithApp,US,0,0,30,0,30,2,30,35,2
2021-11-28,Newsletter_postnatal_NoApp,US,0,0,1918,0,1878,89,1881,2273,124
2021-11-28,Hello_Email_prenatal_NoApp,US,0,0,42,0,41,2,41,47,2
2021-11-28,Newsletter_prenatal_WithApp,US,0,0,10448,0,3817,205,3830,4661,271
2021-11-28,,US,570,545,796,545,498,139,501,670,164
2021-11-28,Hello_Email_postnatall_NoApp,US,0,0,9,0,9,1,9,10,1
2021-11-27,Newsletter_prenatal_WithApp,US,34,43,21352,43,16488,540,16522,18695,752
2021-11-27,Hello_Email_prenatal_NoApp,US,0,0,42,0,41,1,41,46,1
2021-11-27,Newsletter_postnatal_NohApp,US,2,7,4987,7,4948,287,4976,5896,355
2021-11-27,Newsletter_postnatal_NoApp,US,8,10,7749,10,7695,217,7711,8675,287
2021-11-27,Hello_Email_postnatall_NoApp,US,0,0,10,0,10,1,10,14,1
2021-11-27,,US,516,490,741,490,471,119,471,680,147
2021-11-27,Hello_Email_postnatal_WithApp,US,0,0,31,0,31,3,31,42,5
2021-11-26,,US,512,493,695,493,411,93,413,593,113
2021-11-26,Hello_Email_prenatal_NoApp,US,0,0,47,0,46,1,46,51,1
2021-11-26,Newsletter_postnatal_NoApp,US,104838,104152,105152,104152,15817,1069,15967,19301,1690
2021-11-26,Newsletter_postnatal_NohApp,US,57596,57317,57632,57317,10067,1036,10167,12990,1477
2021-11-26,Hello_Email_postnatall_NoApp,US,0,0,9,0,9,1,9,14,1
2021-11-26,Newsletter_prenatal_WithApp,US,161283,160487,161791,160487,31158,2101,31226,38526,2728
2021-11-26,Hello_Email_postnatal_WithApp,US,0,0,20,0,20,1,20,23,1
2021-11-25,Newsletter_postnatal_NohApp,US,0,0,246,0,246,16,246,370,21
2021-11-25,Hello_Email_postnatal_WithApp,US,0,0,14,0,14,1,14,15,1
2021-11-25,Hello_Email_postnatall_NoApp,US,0,0,12,0,12,0,12,16,0
2021-11-25,Hello_Email_prenatal_NoApp,US,0,0,31,0,31,0,31,42,0
2021-11-25,Newsletter_prenatal_WithApp,US,0,0,802,0,803,14,804,1062,17
2021-11-25,Newsletter_postnatal_NoApp,US,0,0,480,0,478,15,478,630,22
2021-11-25,,US,399,381,540,381,311,77,316,431,92
2021-11-24,,US,474,455,685,455,440,108,442,615,123
2021-11-24,Newsletter_postnatal_NohApp,US,0,0,380,0,377,27,379,611,46
2021-11-24,Newsletter_postnatal_NoApp,US,0,0,623,0,621,18,622,827,23
2021-11-24,Hello_Email_postnatal_WithApp,US,0,0,30,0,30,0,30,37,0
2021-11-24,Newsletter_prenatal_WithApp,US,0,0,1142,0,1141,44,1143,1478,63
2021-11-24,Hello_Email_prenatal_NoApp,US,0,0,54,0,53,4,54,61,10
2021-11-24,Hello_Email_postnatall_NoApp,US,0,0,9,0,9,0,9,10,0
2021-11-23,Hello_Email_postnatall_NoApp,US,0,0,10,0,10,0,10,13,0
2021-11-23,Newsletter_prenatal_WithApp,US,0,0,1573,0,1579,63,1579,2065,82
2021-11-23,,US,505,487,766,487,498,120,503,702,139
2021-11-23,Hello_Email_prenatal_NoApp,US,0,0,44,0,43,1,44,52,1
2021-11-23,Newsletter_postnatal_NohApp,US,0,0,520,0,515,42,520,777,55
2021-11-23,Newsletter_postnatal_NoApp,US,0,0,920,0,917,39,920,1207,50
2021-11-23,Hello_Email_postnatal_WithApp,US,0,0,23,0,23,0,23,29,0
2021-11-22,Newsletter_postnatal_NohApp,US,0,0,907,0,894,99,906,1313,143
2021-11-22,Newsletter_prenatal_WithApp,US,0,0,4471,0,2374,143,2378,3078,190
2021-11-22,Hello_Email_prenatal_NoApp,US,0,0,54,0,53,3,54,66,3
2021-11-22,,US,574,558,808,558,540,144,546,805,162
2021-11-22,Hello_Email_postnatall_NoApp,US,0,0,7,0,7,1,7,24,2
2021-11-22,Newsletter_postnatal_NoApp,US,0,0,1388,0,1371,77,1376,1751,100
2021-11-22,Hello_Email_postnatal_WithApp,US,0,0,27,0,27,0,27,29,0
2021-11-21,Hello_Email_postnatall_NoApp,US,0,0,8,0,8,0,8,9,0
