date,campaign_name,mktng_pgm_nbr,sendout,delivered,people,unique_delivered,openers,clickers,clicked_or_opened,all_opens,all_clicks
2021-11-21,Hello_Email_prenatal_NoApp,US,0,0,43,0,43,1,43,52,1
2021-11-21,Newsletter_prenatal_WithApp,US,0,0,8449,0,3502,180,3516,4375,235
2021-11-21,,US,560,540,771,540,475,134,481,674,169
2021-11-21,Newsletter_postnatal_NohApp,US,0,0,1231,0,1217,97,1225,1643,127
2021-11-21,Hello_Email_postnatal_WithApp,US,0,0,21,0,21,1,21,23,1
2021-11-21,Newsletter_postnatal_NoApp,US,0,0,1870,0,1838,98,1841,2254,123
2021-11-20,Hello_Email_prenatal_NoApp,US,0,0,43,0,42,3,42,47,4
2021-11-20,Newsletter_prenatal_WithApp,US,18,18,22052,18,16919,533,16961,19092,732
2021-11-20,Newsletter_postnatal_NohApp,US,2,2,4930,2,4907,325,4924,5933,426
2021-11-20,Newsletter_postnatal_NoApp,US,14,14,7896,14,7840,270,7862,8906,346
2021-11-20,Hello_Email_postnatal_WithApp,US,0,0,21,0,21,1,21,30,1
2021-11-20,,US,525,509,746,509,492,125,494,739,143
2021-11-20,Hello_Email_postnatall_NoApp,US,0,0,10,0,10,0,10,12,0
2021-11-19,Newsletter_postnatal_NoApp,US,105345,104653,105661,104653,17956,1407,18120,22321,2022
2021-11-19,Newsletter_prenatal_WithApp,US,164488,163675,165056,163675,35756,2999,35833,45904,3796
2021-11-19,Hello_Email_postnatal_WithApp,US,0,0,27,0,27,2,27,30,2
2021-11-19,Hello_Email_postnatall_NoApp,US,0,0,13,0,13,0,13,15,0
2021-11-19,,US,599,571,839,571,518,148,524,772,172
2021-11-19,Newsletter_postnatal_NohApp,US,56562,56306,56608,56306,11044,1245,11143,14728,1753
2021-11-19,Hello_Email_prenatal_NoApp,US,0,0,53,0,53,2,53,62,2
2021-11-18,Hello_Email_postnatall_NoApp,US,0,0,14,0,14,0,14,17,0
2021-11-18,Newsletter_postnatal_NohApp,US,0,0,322,0,320,26,321,498,34
2021-11-18,Hello_Email_prenatal_NoApp,US,0,0,65,0,65,2,65,77,2
2021-11-18,Newsletter_prenatal_WithApp,US,0,0,1015,0,1016,50,1019,1349,62
2021-11-18,Hello_Email_postnatal_WithApp,US,0,0,28,0,28,0,28,33,0
2021-11-18,Newsletter_postnatal_NoApp,US,0,0,604,0,603,25,603,834,53
2021-11-18,,US,643,622,885,622,575,153,580,858,176
2021-11-17,,US,681,655,904,655,546,146,555,806,171
2021-11-17,Hello_Email_postnatal_WithApp,US,0,0,24,0,24,0,24,30,0
2021-11-17,Newsletter_postnatal_NohApp,US,0,0,395,0,393,30,395,672,49
2021-11-17,Newsletter_postnatal_NoApp,US,0,0,646,0,643,41,646,884,51
2021-11-17,Hello_Email_prenatal_NoApp,US,0,0,58,0,58,1,58,67,1
2021-11-17,Newsletter_prenatal_WithApp,US,0,0,1247,0,1254,58,1256,1716,83
2021-11-17,Hello_Email_prenatal_WithApp,US,0,0,1,0,1,0,1,1,0
2021-11-17,Hello_Email_postnatall_NoApp,US,0,0,18,0,18,1,18,19,1
2021-11-16,Hello_Email_postnatal_WithApp,US,0,0,36,0,36,2,36,42,4
2021-11-16,Newsletter_prenatal_WithApp,US,0,0,1517,0,1517,71,1523,2016,83
2021-11-16,Hello_Email_postnatall_NoApp,US,0,0,12,0,12,0,12,14,0
2021-11-16,,US,586,553,815,553,515,146,525,782,165
2021-11-16,Newsletter_postnatal_NohApp,US,0,0,494,0,491,38,494,755,52
2021-11-16,Hello_Email_prenatal_NoApp,US,0,0,81,0,80,2,81,101,2
2021-11-16,Newsletter_postnatal_NoApp,US,0,0,879,0,876,49,879,1156,61
2021-11-15,Hello_Email_prenatal_NoApp,US,0,0,78,0,78,2,78,100,2
2021-11-15,Newsletter_postnatal_NoApp,US,0,0,1245,0,1228,71,1235,1612,92
2021-11-15,Hello_Email_postnatall_NoApp,US,0,0,13,0,13,0,13,17,0
2021-11-15,Hello_Email_postnatal_WithApp,US,0,0,31,0,31,1,31,34,1
2021-11-15,Newsletter_prenatal_WithApp,US,0,0,3981,0,2205,133,2214,2861,157
2021-11-15,Newsletter_postnatal_NohApp,US,0,0,797,0,786,92,796,1246,132
2021-11-15,,US,547,526,809,526,522,124,530,768,144
2021-11-14,Newsletter_postnatal_NoApp,US,0,0,1630,0,1594,92,1601,1952,107
2021-11-14,Newsletter_prenatal_WithApp,US,0,0,7523,0,3049,171,3060,3866,205
2021-11-14,Hello_Email_postnatall_NoApp,US,0,0,12,0,12,1,12,13,3
2021-11-14,Newsletter_postnatal_NohApp,US,0,0,1025,0,1012,95,1020,1655,127
2021-11-14,Hello_Email_prenatal_NoApp,US,0,0,65,0,64,2,64,85,2
2021-11-14,Hello_Email_postnatal_WithApp,US,0,0,26,0,26,1,26,28,1
2021-11-14,,US,581,559,785,559,517,144,521,799,181
2021-11-13,Newsletter_postnatal_NoApp,US,6,6,6497,6,6449,280,6466,7447,350
2021-11-13,Hello_Email_postnatal_WithApp,US,0,0,19,0,19,0,19,20,0
2021-11-13,Newsletter_prenatal_WithApp,US,29,29,18543,29,13537,494,13568,15559,661
2021-11-13,,US,485,460,676,460,397,125,405,588,144
2021-11-13,Newsletter_postnatal_NohApp,US,1,1,3997,1,3970,269,3993,5037,347
2021-11-13,Hello_Email_prenatal_NoApp,US,0,0,81,0,80,2,80,101,2
2021-11-13,Hello_Email_postnatall_NoApp,US,0,0,13,0,12,0,12,15,0
2021-11-12,Hello_Email_postnatall_NoApp,US,0,0,12,0,11,0,11,11,0
2021-11-12,Hello_Email_postnatal_WithApp,US,0,0,29,0,29,0,29,36,0
2021-11-12,Newsletter_postnatal_NohApp,US,49763,49540,49831,49540,9486,1109,9574,12906,1443
2021-11-12,Newsletter_postnatal_NoApp,US,93732,93140,94098,93140,15835,1365,15979,20141,1947
2021-11-12,Hello_Email_prenatal_NoApp,US,0,0,101,0,100,2,100,135,4
2021-11-12,,US,574,547,815,547,512,133,516,775,149
2021-11-12,Newsletter_prenatal_WithApp,US,147282,146514,147890,146514,31289,2732,31384,40454,3503
2021-11-11,Newsletter_postnatal_NoApp,US,0,0,533,0,527,23,531,708,24
2021-11-11,Newsletter_prenatal_WithApp,US,0,0,986,0,987,34,987,1381,47
2021-11-11,,US,629,599,849,599,505,169,512,773,207
2021-11-11,Newsletter_postnatal_NohApp,US,0,0,292,0,291,22,292,487,35
2021-11-11,Hello_Email_postnatal_WithApp,US,0,0,22,0,22,0,22,25,0
2021-11-11,Hello_Email_prenatal_NoApp,US,245,229,384,229,237,18,238,364,24
2021-11-11,Hello_Email_postnatall_NoApp,US,53,43,79,43,41,3,41,50,3
2021-11-10,,US,659,632,877,632,568,157,572,832,196
2021-11-10,Hello_Email_postnatall_NoApp,US,146,133,172,133,78,11,79,118,19
2021-11-10,Newsletter_prenatal_WithApp,US,0,0,1238,0,1244,57,1246,1734,74
2021-11-10,Hello_Email_postnatal_WithApp,US,0,0,30,0,30,0,30,41,0
2021-11-10,Newsletter_postnatal_NoApp,US,0,0,698,0,694,41,696,974,49
2021-11-10,Hello_Email_prenatal_NoApp,US,599,563,747,563,325,34,328,484,44
2021-11-10,Newsletter_postnatal_NohApp,US,0,0,409,0,407,40,409,705,52
2021-11-09,,US,625,602,873,602,540,149,542,825,183
2021-11-09,Hello_Email_postnatall_NoApp,US,76,72,94,72,49,8,49,71,11
2021-11-09,Newsletter_postnatal_NoApp,US,0,0,898,0,892,50,897,1248,55
2021-11-09,Newsletter_prenatal_WithApp,US,0,0,1552,0,1553,79,1557,2003,98
2021-11-09,Hello_Email_postnatal_WithApp,US,0,0,19,0,19,1,19,30,1
2021-11-09,Hello_Email_prenatal_NoApp,US,423,391,521,391,222,19,222,332,28
2021-11-09,Newsletter_postnatal_NohApp,US,0,0,489,0,485,41,488,771,51
2021-11-08,Newsletter_prenatal_WithApp,US,0,0,4206,0,2318,121,2322,3050,161
2021-11-08,Hello_Email_postnatal_WithApp,US,0,0,33,0,33,1,33,34,1
2021-11-08,Newsletter_postnatal_NohApp,US,0,0,852,0,844,72,848,1298,93
2021-11-08,Newsletter_postnatal_NoApp,US,0,0,1354,0,1339,85,1343,1795,105
2021-11-08,,US,622,589,840,589,529,141,534,774,158
2021-11-08,Hello_Email_prenatal_NoApp,US,0,0,98,0,98,4,98,126,4
2021-11-08,Hello_Email_postnatall_NoApp,US,0,0,28,0,28,0,28,43,0
2021-11-07,Hello_Email_postnatal_WithApp,US,0,0,25,0,25,1,25,28,1
2021-11-07,Newsletter_postnatal_NohApp,US,0,0,1053,0,1040,104,1048,1457,132
2021-11-07,Hello_Email_postnatall_NoApp,US,0,0,17,0,17,1,17,21,1
2021-11-07,Newsletter_prenatal_WithApp,US,0,0,8282,0,3162,200,3181,4085,251
2021-11-07,Newsletter_postnatal_NoApp,US,0,0,1740,0,1705,93,1711,2123,119
2021-11-07,Hello_Email_prenatal_NoApp,US,0,0,81,0,80,6,81,95,6
2021-11-07,,US,307,293,487,293,332,81,334,472,97
2021-11-06,Newsletter_postnatal_NohApp,US,2,2,3653,2,3633,257,3646,4562,328
2021-11-06,Hello_Email_prenatal_WithApp,US,0,0,1,0,1,0,1,1,0
2021-11-06,Hello_Email_prenatal_NoApp,US,0,0,97,0,96,2,97,122,2
2021-11-06,Hello_Email_postnatal_WithApp,US,0,0,25,0,25,0,25,26,0
2021-11-06,,US,378,364,581,364,377,90,379,541,104
2021-11-06,Newsletter_postnatal_NoApp,US,0,0,5916,0,5866,259,5883,6898,340
2021-11-06,Newsletter_prenatal_WithApp,US,0,0,18226,0,12961,502,12991,15148,653
2021-11-06,Hello_Email_postnatall_NoApp,US,0,0,22,0,22,0,22,25,0
2021-11-05,Newsletter_postnatal_NoApp,US,104816,104153,105124,104153,16792,1464,16956,21706,2099
2021-11-05,,US,535,517,794,517,507,127,513,777,144
2021-11-05,Hello_Email_postnatal_WithApp,US,1,1,42,1,40,0,40,47,0
2021-11-05,Newsletter_prenatal_WithApp,US,166634,165829,167166,165829,34330,3072,34417,45462,3853
2021-11-05,Newsletter_postnatal_NohApp,US,56098,55845,56133,55845,10121,1248,10227,14109,1715
2021-11-05,Hello_Email_postnatall_NoApp,US,58,50,113,50,74,6,75,93,9
2021-11-05,Hello_Email_prenatal_NoApp,US,235,217,439,217,290,25,291,404,31
2021-11-04,Hello_Email_postnatall_NoApp,US,143,133,186,133,92,10,93,130,22
2021-11-04,Newsletter_postnatal_NoApp,US,0,0,544,0,541,23,542,751,36
2021-11-04,Newsletter_prenatal_WithApp,US,0,0,976,0,978,47,980,1350,62
2021-11-04,Newsletter_postnatal_NohApp,US,0,0,298,0,296,25,298,516,31
2021-11-04,Hello_Email_prenatal_NoApp,US,686,639,870,639,401,45,403,592,53
2021-11-04,,US,689,664,941,664,585,164,586,898,195
2021-11-04,Hello_Email_postnatal_WithApp,US,10,10,46,10,39,0,39,47,0
2021-11-03,Hello_Email_postnatal_WithApp,US,5,5,47,5,43,0,43,59,0
2021-11-03,Newsletter_postnatal_NoApp,US,0,0,662,0,658,37,661,864,55
2021-11-03,,US,689,659,957,659,611,158,619,930,186
2021-11-03,Newsletter_postnatal_NohApp,US,0,0,367,0,366,29,367,596,40
2021-11-03,Hello_Email_postnatall_NoApp,USA,151,140,190,140,87,11,88,144,18
2021-11-03,Newsletter_prenatal_WithApp,US,0,0,1196,0,1190,67,1196,1666,78
2021-11-03,Hello_Email_prenatal_NoApp,US,720,672,926,672,471,44,472,762,61
2021-11-02,Hello_Email_postnatal_WithApp,US,28,27,70,27,46,0,46,68,0
2021-11-02,Hello_Email_postnatall_NoApp,US,151,143,195,143,94,14,95,184,15
2021-11-02,Newsletter_prenatal_WithApp,US,0,0,1561,0,1561,102,1566,2125,134
2021-11-02,Newsletter_postnatal_NoApp,US,0,0,859,0,855,40,858,1095,50
2021-11-02,Newsletter_postnatal_NohApp,US,0,0,550,0,543,58,550,797,102
2021-11-02,Hello_Email_prenatal_NoApp,US,709,659,935,659,439,37,444,638,56
2021-11-02,,US,682,645,938,645,587,147,592,911,171
2021-11-02,Hello_Email_prenatal_WithApp,US,0,0,1,0,1,0,1,1,0
2021-11-01,Hello_Email_prenatal_WithApp,US,0,0,1,0,1,0,1,1,0
2021-11-01,Newsletter_prenatal_WithApp,US,0,0,3719,0,2141,134,2146,2782,163
2021-11-01,Hello_Email_prenatal_NoApp,US,663,626,870,626,425,51,429,619,77
2021-11-01,Hello_Email_postnatal_WithApp,US,30,30,68,30,45,0,45,52,0
2021-11-01,Newsletter_postnatal_NoApp,US,0,0,1179,0,1166,69,1168,1551,95
2021-11-01,Hello_Email_postnatall_NoApp,US,144,131,193,131,95,12,95,132,31
2021-11-01,Newsletter_postnatal_NohApp,US,0,0,756,0,751,83,756,1142,119
2021-11-01,,US,551,529,789,529,520,147,525,779,169
2021-10-31,Hello_Email_postnatall_NoApp,US,133,123,174,123,81,12,82,112,16
2021-10-31,,US,458,432,635,432,407,135,409,609,163
2021-10-31,Hello_Email_prenatal_WithApp,US,0,0,1,0,1,0,1,1,0
2021-10-31,Newsletter_postnatal_NohApp,US,0,0,957,0,942,98,950,1317,163
2021-10-31,Newsletter_postnatal_NoApp,US,0,0,1504,0,1475,83,1481,1891,142
2021-10-31,Hello_Email_prenatal_NoApp,US,489,461,657,461,312,26,313,471,37
2021-10-31,Hello_Email_postnatal_WithApp,US,4,4,23,4,21,1,21,29,1
2021-10-31,Newsletter_prenatal_WithApp,US,0,0,7716,0,2916,177,2928,3709,228
2021-10-30,Newsletter_postnatal_NoApp,US,0,0,5588,0,5514,237,5524,6480,319
2021-10-30,Hello_Email_postnatal_WithApp,US,8,8,48,8,40,1,40,45,1
2021-10-30,Newsletter_postnatal_NohApp,US,3,3,3274,3,3247,272,3270,4162,346
2021-10-30,Newsletter_prenatal_WithApp,US,0,0,18170,0,11876,528,11910,13964,725
2021-10-30,,US,517,489,748,489,473,120,478,667,141
2021-10-30,Hello_Email_prenatal_NoApp,US,533,505,682,505,290,31,291,420,38
2021-10-30,Hello_Email_prenatal_WithApp,US,2,2,2,2,1,0,1,6,0
2021-10-30,Hello_Email_postnatall_NoApp,US,150,134,184,134,68,8,68,91,8
2021-10-29,,US,601,580,834,580,546,148,548,888,181
2021-10-29,Newsletter_prenatal_WithApp,US,166036,165233,166558,165231,32763,2890,32846,43827,3880
2021-10-29,Newsletter_postnatal_NoApp,US,102796,102149,103113,102149,15776,1356,15918,20439,1893
2021-10-29,Newsletter_postnatal_NohApp,US,55209,54945,55252,54945,9647,1217,9754,13246,1603
2021-10-29,Hello_Email_postnatal_WithApp,US,11,10,50,10,42,0,42,56,0
2021-10-29,Hello_Email_prenatal_NoApp,US,531,489,697,489,324,29,327,477,29
2021-10-29,Hello_Email_postnatall_NoApp,US,159,132,201,132,81,3,81,117,3
2021-10-28,Hello_Email_postnatal_WithApp,US,47,47,89,47,47,0,47,59,0
2021-10-28,Newsletter_prenatal_WithApp,US,0,0,980,0,985,41,987,1310,58
2021-10-28,Hello_Email_prenatal_NoApp,US,578,543,784,543,395,41,396,604,53
2021-10-28,Newsletter_postnatal_NoApp,US,0,0,517,0,514,27,517,738,30
2021-10-28,,US,680,642,959,642,575,159,584,833,201
2021-10-28,Hello_Email_postnatall_NoApp,US,158,135,214,135,95,13,96,133,16
2021-10-28,Newsletter_postnatal_NohApp,US,0,0,283,0,281,18,283,476,24
2021-10-27,Hello_Email_prenatal_NoApp,US,748,703,956,703,488,49,490,738,71
2021-10-27,Hello_Email_postnatall_NoApp,US,188,162,231,162,95,10,96,141,10
2021-10-27,Newsletter_postnatal_NohApp,US,0,0,372,0,370,29,371,689,46
2021-10-27,,US,734,703,1021,703,656,160,659,1021,204
2021-10-27,Newsletter_prenatal_WithApp,US,0,0,1189,0,1192,62,1194,1612,81
2021-10-27,Newsletter_postnatal_NoApp,US,0,0,674,0,670,32,671,894,46
2021-10-27,Hello_Email_postnatal_WithApp,US,31,30,72,30,48,1,48,64,1
2021-10-26,Newsletter_prenatal_WithApp,US,0,0,1580,0,1576,99,1580,2137,139
2021-10-26,Newsletter_postnatal_NoApp,US,0,0,899,0,891,63,898,1240,81
2021-10-26,,US,700,676,987,676,630,163,634,928,188
2021-10-26,Newsletter_postnatal_NohApp,US,0,0,466,0,462,37,465,798,42
2021-10-26,Hello_Email_postnatall_NoApp,US,221,168,256,168,97,11,97,147,21
2021-10-26,Hello_Email_prenatal_NoApp,US,749,688,972,688,482,45,486,712,58
2021-10-26,Hello_Email_postnatal_WithApp,US,21,20,79,20,64,2,64,88,2
2021-10-25,,US,744,710,1047,710,660,186,668,1005,215
2021-10-25,Hello_Email_postnatall_NoApp,US,192,179,248,179,118,15,118,193,23
2021-10-25,Hello_Email_postnatal_WithApp,US,18,17,52,17,36,2,36,46,2
2021-10-25,Newsletter_postnatal_NoApp,US,0,0,1260,0,1242,111,1249,1670,155
2021-10-25,Hello_Email_prenatal_NoApp,US,742,692,980,692,495,36,497,744,51
2021-10-25,Newsletter_postnatal_NohApp,US,0,0,779,0,767,95,778,1177,138
2021-10-25,Newsletter_prenatal_WithApp,US,0,0,4083,0,2346,181,2353,3124,239
2021-10-24,Hello_Email_postnatall_NoApp,US,181,171,233,171,104,17,105,146,20
2021-10-24,Hello_Email_postnatal_WithApp,US,12,11,41,11,28,0,28,32,0
2021-10-24,Newsletter_prenatal_WithApp,US,0,0,8537,0,3053,206,3064,4030,297
2021-10-24,Hello_Email_prenatal_NoApp,US,710,683,910,683,442,40,445,656,50
2021-10-24,,US,658,633,848,633,493,126,498,748,142
2021-10-24,Newsletter_postnatal_NohApp,US,0,0,976,0,962,91,972,1362,127
2021-10-24,Newsletter_postnatal_NoApp,US,0,0,1620,0,1584,105,1589,2072,124
2021-10-23,,US,614,591,806,591,460,127,465,682,145
2021-10-23,Hello_Email_postnatall_NoApp,US,178,166,223,166,95,9,96,123,10
2021-10-23,Newsletter_postnatal_NohApp,US,4,4,3324,4,3298,290,3316,4335,368
2021-10-23,Newsletter_prenatal_WithApp,US,0,0,17020,0,11553,586,11597,13985,783
2021-10-23,Hello_Email_postnatal_WithApp,US,4,4,38,4,35,0,35,37,0
2021-10-23,Newsletter_postnatal_NoApp,US,0,0,5334,0,5296,293,5310,6443,389
2021-10-23,Hello_Email_prenatal_NoApp,US,746,707,917,706,403,35,404,579,48
2021-10-22,Newsletter_postnatal_NoApp,US,106855,106184,107154,106184,16282,1548,16440,21425,2192
2021-10-22,Newsletter_postnatal_NohApp,US,55065,54819,55119,54819,9658,1273,9770,13635,1768
2021-10-22,,US,652,629,861,629,539,153,540,827,184
2021-10-22,Newsletter_prenatal_WithApp,US,170413,169624,170976,169624,33363,3329,33459,45352,4268
2021-10-22,Hello_Email_prenatal_NoApp,US,801,753,995,753,446,51,446,692,74
2021-10-22,Hello_Email_postnatall_NoApp,US,220,191,259,191,109,11,109,161,12
2021-10-22,Hello_Email_postnatal_WithApp,US,10,10,39,10,32,0,32,40,0
2021-10-21,Hello_Email_prenatal_NoApp,US,782,719,978,719,458,37,462,674,44
2021-10-21,Newsletter_prenatal_WithApp,US,0,0,1046,0,1046,62,1052,1434,78
2021-10-21,Newsletter_postnatal_NohApp,US,0,0,270,0,268,12,270,421,13
2021-10-21,Hello_Email_postnatall_NoApp,US,166,149,217,149,108,10,109,146,10
2021-10-21,,US,664,633,884,633,543,128,543,824,147
2021-10-21,Hello_Email_postnatal_WithApp,US,1,1,37,1,36,0,36,43,0
2021-10-21,Newsletter_postnatal_NoApp,US,0,0,517,0,516,26,517,690,31
2021-10-20,Hello_Email_postnatall_NoApp,US,203,177,242,177,103,10,103,140,11
2021-10-20,Newsletter_prenatal_WithApp,US,0,0,1149,0,1148,52,1150,1591,74
2021-10-20,,US,645,616,889,616,545,155,551,791,171
2021-10-20,Newsletter_postnatal_NohApp,US,0,0,353,0,351,25,352,545,36
2021-10-20,Newsletter_postnatal_NoApp,US,0,0,659,0,658,32,659,882,49
2021-10-20,Hello_Email_postnatal_WithApp,US,10,10,48,10,38,0,38,57,0
2021-10-20,Hello_Email_prenatal_NoApp,US,756,713,987,713,482,43,486,699,51
2021-10-19,Hello_Email_prenatal_NoApp,US,789,743,984,743,460,40,462,717,53
2021-10-19,Hello_Email_postnatal_WithApp,US,5,5,40,5,35,0,35,51,0
2021-10-19,Hello_Email_postnatall_NoApp,US,185,166,234,166,100,10,101,145,13
2021-10-19,,US,622,594,860,593,552,152,555,853,166
2021-10-19,Newsletter_prenatal_WithApp,US,0,0,1518,0,1518,88,1524,2066,115
2021-10-19,Newsletter_postnatal_NohApp,US,0,0,476,0,471,54,475,707,66
2021-10-19,Newsletter_postnatal_NoApp,usa,0,0,808,0,804,47,806,1034,58
2021-10-18,Hello_Email_postnatal_WithApp,US,5,4,48,4,40,1,40,54,1
2021-10-18,Newsletter_prenatal_WithApp,US,0,0,3881,0,2198,176,2204,2927,227
2021-10-18,Hello_Email_postnatall_NoApp,US,203,187,259,187,127,16,127,170,19
2021-10-18,Newsletter_postnatal_NoApp,US,0,0,1222,0,1201,82,1209,1575,109
2021-10-18,Hello_Email_prenatal_NoApp,US,814,772,1080,772,520,48,522,824,75
2021-10-18,Newsletter_postnatal_NohApp,US,0,0,829,0,818,95,827,1202,160
2021-10-18,,US,576,565,818,565,553,153,556,806,199
2021-10-17,Newsletter_prenatal_WithApp,US,0,0,7684,0,2807,202,2812,3760,287
2021-10-17,Newsletter_postnatal_NohApp,US,0,0,943,0,929,102,938,1316,137
2021-10-17,Newsletter_postnatal_NoApp,US,0,0,1469,0,1433,97,1434,1873,126
2021-10-17,Hello_Email_prenatal_NoApp,US,745,707,907,707,371,28,374,583,34
2021-10-17,Hello_Email_prenatal_WithApp,US,1,1,1,1,0,0,0,0,0
2021-10-17,,US,543,524,728,524,436,114,437,674,135
2021-10-17,Hello_Email_postnatal_WithApp,US,49,48,81,48,45,1,45,62,1
2021-10-17,Hello_Email_postnatall_NoApp,US,178,165,207,165,86,8,87,131,8
2021-10-16,Hello_Email_prenatal_NoApp,US,671,634,839,634,354,24,357,559,26
2021-10-16,Newsletter_postnatal_NohApp,US,5,5,3068,5,3049,301,3063,4072,376
2021-10-16,Hello_Email_postnatall_NoApp,US,167,142,207,142,91,5,91,138,7
2021-10-16,Newsletter_postnatal_NoApp,US,0,2,4721,2,4689,273,4695,5714,370
2021-10-16,Hello_Email_postnatal_WithApp,US,18,17,51,17,35,0,35,45,0
2021-10-16,Newsletter_prenatal_WithApp,US,0,0,15712,0,10203,506,10230,12521,664
2021-10-16,,US,526,506,734,506,473,139,478,688,155
2021-10-15,Newsletter_postnatal_NoApp,US,100913,100313,101240,100313,14918,1432,15063,19908,1982
2021-10-15,Hello_Email_postnatal_WithApp,US,19,17,65,17,48,0,48,64,0
2021-10-15,Hello_Email_prenatal_NoApp,US,765,703,963,703,441,35,446,671,44
2021-10-15,Newsletter_postnatal_NohApp,US,54773,54537,54810,54537,9573,1296,9673,13633,1838
2021-10-15,Hello_Email_postnatall_NoApp,US,211,177,255,177,97,10,98,127,12
2021-10-15,,US,604,588,819,587,507,145,511,781,162
2021-10-15,Newsletter_prenatal_WithApp,US,164368,163624,164919,163624,31555,3315,31641,43485,4171
2021-10-14,Hello_Email_prenatal_NoApp,US,754,708,960,708,457,46,457,686,62
2021-10-14,Hello_Email_postnatall_NoApp,US,189,165,236,165,112,12,112,169,15
2021-10-14,Hello_Email_postnatal_WithApp,US,27,25,84,25,62,1,62,80,1
